id,trabajo,gastos,ingresos,activos
4042,fijo,57,115,0
101,freelance,45,58,12000
1517,tiempo parcial,45,80,500
3294,fijo,35,83,0
3309,fijo,35,65,0
3474,fijo,45,100,3000
3948,fijo,60,90,6000
1250,freelance,45,NA,0
2001,fijo,67,224,0
1771,freelance,90,NA,0
3973,tiempo parcial,35,72,0
3914,freelance,35,NA,0
1408,fijo,45,199,0
320,fijo,45,140,22000
2696,freelance,45,NA,4000
1761,freelance,75,160,0
1182,fijo,68,327,0
988,freelance,60,92,2500
503,fijo,35,139,0
1618,fijo,60,160,3000
2672,fijo,35,115,0
1673,fijo,60,250,0
1275,fijo,35,115,500
3791,fijo,60,155,12000
3604,tiempo parcial,35,78,0
3291,freelance,48,127,0
3335,fijo,60,233,6000
337,freelance,75,154,14000
2062,fijo,90,150,0
2780,tiempo parcial,35,NA,0
693,fijo,130,250,0
4192,otros,35,19,NA
2811,fijo,60,215,7000
1165,fijo,60,165,3500
1856,freelance,45,100,0
1353,tiempo parcial,35,80,0
2531,tiempo parcial,90,82,4000
3267,tiempo parcial,60,50,15000
3188,freelance,46,109,0
2240,freelance,75,NA,19000
1791,fijo,35,120,3500
304,fijo,75,60,3000
1730,fijo,75,129,3000
3466,freelance,75,67,25000
931,fijo,45,125,4000
2837,fijo,35,150,0
547,fijo,75,106,8500
3932,freelance,60,NA,4500
1201,fijo,75,120,7000
1752,fijo,35,300,10000
4010,tiempo parcial,84,90,0
1386,tiempo parcial,77,170,0
3306,fijo,35,143,10000
2903,fijo,45,99,0
2423,fijo,41,63,0
1492,fijo,60,74,1500
2872,freelance,45,93,45000
4007,fijo,35,70,0
3120,fijo,45,164,0
1651,freelance,45,225,25000
3004,fijo,44,92,0
2045,fijo,45,90,3000
1185,tiempo parcial,45,150,4000
1921,freelance,60,70,15000
136,fijo,75,242,0
4242,tiempo parcial,43,78,0
3485,fijo,45,184,6000
1400,fijo,47,120,0
2907,fijo,75,108,6000
1086,fijo,75,210,0
3515,fijo,35,229,7000
3426,fijo,60,400,9800
4046,tiempo parcial,35,35,0
1054,freelance,75,285,20000
2311,fijo,45,208,4000
3643,fijo,60,164,4500
1324,tiempo parcial,58,130,0
2579,fijo,35,126,2800
1091,fijo,52,70,0
505,freelance,35,NA,0
2213,freelance,90,17,9000
1840,fijo,35,81,0
1225,fijo,35,133,3500
1195,tiempo parcial,60,162,20000
2225,fijo,60,164,4000
3079,fijo,60,105,3000
3147,fijo,35,180,0
3709,freelance,75,NA,3000
2984,fijo,35,170,2000
963,fijo,93,176,0
3739,fijo,35,95,2500
3900,freelance,40,53,0
1438,freelance,45,78,11000
216,tiempo parcial,45,115,2000
526,freelance,75,290,10000
3244,fijo,35,170,6000
1288,fijo,35,135,8000
4136,fijo,35,233,0
4085,otros,35,NA,78000
489,fijo,45,110,5000
2617,fijo,35,95,0
4141,otros,45,136,30000
2506,fijo,60,85,0
2510,tiempo parcial,35,80,0
3967,fijo,60,68,13000
3398,fijo,51,156,0
630,fijo,56,107,0
3682,tiempo parcial,54,85,0
2538,fijo,45,190,5000
3236,fijo,35,75,0
4151,fijo,35,55,9000
3842,fijo,60,165,3000
1312,freelance,84,241,10000
1538,fijo,74,139,0
1959,tiempo parcial,58,130,0
308,fijo,35,283,0
3868,fijo,51,155,0
3597,tiempo parcial,76,155,0
2420,tiempo parcial,58,225,0
482,otros,54,87,8000
1435,fijo,91,162,0
4170,freelance,35,8,0
539,fijo,35,210,6000
1964,fijo,60,190,5000
1970,freelance,150,NA,8000
3843,fijo,71,108,0
4369,fijo,45,137,20000
2996,freelance,45,NA,NA
1216,fijo,60,110,10000
2924,freelance,60,186,80000
681,fijo,60,140,0
3635,freelance,45,65,17000
399,freelance,75,250,100000
1221,fijo,75,101,3500
3264,freelance,45,314,18000
2957,fijo,45,103,4500
4022,fijo,45,105,5000
3044,tiempo parcial,35,335,0
2916,fijo,60,125,14000
2015,fijo,45,79,6000
1865,fijo,35,120,4000
1023,freelance,90,62,3000
2224,fijo,75,50,2000
643,otros,45,50,0
2281,freelance,67,67,0
2407,fijo,75,144,7000
2054,fijo,60,129,3436
1660,fijo,45,293,12000
2968,tiempo parcial,35,164,0
1850,fijo,45,157,8000
2335,fijo,100,103,0
946,tiempo parcial,60,66,0
3509,otros,35,121,10000
3186,tiempo parcial,35,150,5000
1060,fijo,35,69,NA
4076,otros,35,NA,0
1451,fijo,60,130,3500
2471,fijo,35,55,5000
1754,fijo,90,118,4500
1070,fijo,47,120,5500
1359,fijo,60,80,0
675,freelance,90,NA,10000
411,fijo,66,206,0
2040,freelance,45,110,7000
302,fijo,35,131,4000
4453,freelance,49,140,0
1105,freelance,35,85,0
3897,freelance,60,67,3500
1315,freelance,35,74,18000
2112,fijo,35,60,0
34,freelance,75,150,3000
4077,fijo,35,53,0
846,freelance,60,137,0
2836,fijo,60,130,3500
3029,freelance,35,78,12000
552,fijo,44,88,0
4187,fijo,60,103,NA
457,fijo,60,202,2000
135,freelance,65,200,0
2361,fijo,60,132,8000
806,otros,61,159,10000
2607,freelance,65,50,0
3901,freelance,60,73,15000
633,freelance,82,470,0
1232,fijo,60,169,4000
2160,fijo,60,200,4500
3329,fijo,45,102,0
1153,otros,65,54,0
4261,fijo,57,115,10000
2333,fijo,60,250,9000
2717,fijo,35,93,6000
2977,fijo,75,217,0
2005,fijo,60,70,5000
4013,tiempo parcial,39,42,0
904,fijo,90,130,3000
580,tiempo parcial,120,143,5500
473,fijo,90,125,3000
1188,fijo,60,143,5500
3543,fijo,59,139,0
2314,fijo,45,120,2500
1762,freelance,35,NA,0
2608,fijo,35,138,0
2694,fijo,35,67,0
1939,fijo,60,230,15000
4072,fijo,35,106,4000
3342,fijo,35,250,6000
13,fijo,75,199,5000
2204,freelance,93,175,1500
2399,freelance,35,NA,0
93,freelance,101,413,6000
3104,otros,35,NA,0
2739,tiempo parcial,35,50,0
2974,tiempo parcial,35,111,0
3926,fijo,60,155,2500
3745,fijo,35,160,6500
4132,freelance,35,201,25000
3095,fijo,48,127,0
2712,freelance,45,21,4000
3657,freelance,35,NA,0
2848,tiempo parcial,35,72,0
3876,fijo,45,60,4000
2261,fijo,60,80,10000
1039,fijo,35,NA,0
592,fijo,45,99,5000
4345,fijo,60,114,4000
862,fijo,90,135,4750
1343,fijo,45,88,4000
2048,tiempo parcial,45,150,4000
427,tiempo parcial,35,86,0
952,freelance,75,NA,10000
4057,fijo,35,105,18000
3002,fijo,45,230,15000
3785,fijo,45,140,5500
4392,fijo,60,143,7000
3835,freelance,60,95,6000
4231,fijo,35,120,0
20,fijo,35,137,0
66,fijo,75,126,3000
517,freelance,68,225,10000
3212,fijo,60,123,5000
3275,fijo,35,80,2500
4020,fijo,60,117,6000
311,fijo,85,99,0
1680,fijo,35,70,0
2669,fijo,105,235,2000
2758,fijo,35,160,0
366,fijo,90,105,1150
694,fijo,75,108,4000
3802,fijo,60,143,5000
3783,fijo,60,150,0
2504,fijo,45,131,4000
1683,fijo,35,120,5500
2203,freelance,75,310,3500
609,fijo,103,128,0
1453,tiempo parcial,98,81,0
3157,fijo,45,150,21000
3365,freelance,45,NA,0
3975,freelance,89,288,15000
2564,fijo,75,110,3000
1,freelance,73,129,0
1700,fijo,35,101,2000
810,freelance,102,268,0
3233,fijo,35,NA,40000
1403,otros,60,78,3500
1560,fijo,78,175,0
3542,freelance,68,79,1000
1958,fijo,75,165,4000
2,fijo,48,131,0
737,fijo,60,125,5000
3190,otros,52,65,0
1467,tiempo parcial,45,57,0
1377,fijo,35,64,0
3528,tiempo parcial,45,175,2500
3037,fijo,35,86,0
2931,fijo,45,109,0
4201,tiempo parcial,60,90,0
2358,fijo,45,120,4000
1664,fijo,75,96,6000
1491,fijo,45,137,6000
1596,fijo,60,146,3500
2300,fijo,45,110,0
434,fijo,51,155,0
3985,fijo,60,105,5000
4159,freelance,35,NA,5000
2053,fijo,35,182,2000
1433,freelance,60,NA,0
2572,freelance,35,NA,5000
2727,freelance,51,156,0
4320,fijo,35,89,0
397,fijo,35,87,3500
19,tiempo parcial,45,130,750
2778,freelance,60,171,39000
3656,tiempo parcial,35,130,7000
1702,freelance,50,52,25000
2481,otros,45,105,5000
3281,fijo,61,163,5000
2294,freelance,75,60,3000
3631,fijo,45,150,8000
2404,freelance,75,NA,0
692,freelance,102,120,20000
3324,fijo,45,178,25000
2819,fijo,35,52,0
2236,fijo,60,106,4000
3389,fijo,78,179,0
4246,freelance,45,NA,7500
1111,freelance,35,NA,3000
212,fijo,75,130,4000
834,tiempo parcial,35,75,0
423,fijo,60,180,0
2312,fijo,96,212,0
859,fijo,45,186,3000
3296,fijo,45,115,300
2883,fijo,51,163,0
3976,fijo,60,160,4000
4379,fijo,75,148,3000
1917,fijo,55,100,0
796,freelance,35,189,7750
1103,otros,90,155,5000
504,fijo,66,206,0
1829,fijo,35,66,0
3409,otros,35,131,12000
2180,fijo,60,150,2000
3503,tiempo parcial,35,61,0
1143,fijo,90,77,3400
659,fijo,91,158,0
1661,fijo,75,128,3500
3889,freelance,45,56,6000
2365,freelance,75,NA,12000
415,fijo,45,223,20000
2743,fijo,35,75,0
2853,fijo,45,103,4000
3561,fijo,35,100,6500
3115,freelance,45,70,4000
1330,fijo,75,203,4000
2084,fijo,35,70,0
2079,fijo,45,213,5000
3956,fijo,35,140,0
3089,fijo,35,95,0
1548,fijo,35,75,27000
2299,fijo,75,187,2500
364,tiempo parcial,75,80,4500
2823,fijo,105,265,0
382,fijo,58,125,0
1465,fijo,120,250,18000
1148,fijo,45,115,20000
3575,fijo,45,116,3000
1101,freelance,82,74,8000
2118,fijo,47,120,0
3170,freelance,45,NA,0
1480,tiempo parcial,72,123,0
416,fijo,67,70,0
542,fijo,45,106,2500
1918,fijo,45,382,5000
687,fijo,52,70,0
2704,fijo,75,81,4750
2002,fijo,93,178,0
388,fijo,60,121,0
3454,freelance,35,NA,0
1481,fijo,45,85,3000
966,fijo,35,79,4000
1483,tiempo parcial,90,82,3500
2376,fijo,35,90,0
3379,fijo,35,76,4000
1768,fijo,57,120,0
4017,tiempo parcial,35,210,1500
2016,freelance,75,NA,6000
4213,tiempo parcial,70,95,0
1446,fijo,45,120,3000
289,fijo,45,141,6000
165,fijo,57,120,0
3518,fijo,35,163,5000
2718,fijo,35,100,4000
2391,fijo,75,250,10000
3358,fijo,56,109,0
4011,fijo,35,215,5000
3513,freelance,60,NA,0
828,freelance,64,36,0
24,fijo,74,140,0
1144,fijo,35,110,0
1708,fijo,60,139,5000
4245,fijo,35,165,6000
2590,fijo,45,220,0
175,freelance,75,300,5000
888,fijo,60,150,3200
245,freelance,35,236,3500
278,freelance,75,NA,0
1137,fijo,60,243,2500
4164,tiempo parcial,45,48,3000
1138,fijo,70,98,0
3025,fijo,35,200,0
1820,fijo,75,160,0
1626,fijo,52,70,0
2518,fijo,45,213,6000
686,fijo,35,110,0
3658,fijo,35,96,2500
1252,fijo,60,150,2500
3430,fijo,35,95,2500
4310,fijo,47,118,0
2806,freelance,35,NA,3500
2652,freelance,60,NA,0
4093,tiempo parcial,35,45,0
3270,tiempo parcial,75,130,0
2842,fijo,45,92,1500
2575,otros,35,65,0
2762,freelance,54,90,0
1360,freelance,60,157,15000
1302,fijo,35,90,0
1686,fijo,75,200,0
2865,fijo,75,466,10000
1561,freelance,86,112,0
3010,fijo,45,203,8000
769,fijo,75,125,3500
3557,fijo,44,86,0
1654,fijo,35,123,7500
3649,fijo,35,81,5000
3696,fijo,57,119,0
4357,fijo,45,104,5000
4028,freelance,44,90,8000
2336,fijo,61,164,5000
341,fijo,60,133,9500
1133,otros,90,136,2650
861,freelance,45,200,2000
2563,fijo,35,150,3000
235,fijo,57,117,0
1778,fijo,45,107,8000
527,fijo,60,100,6000
1510,fijo,75,139,2000
1503,freelance,75,250,7000
4036,freelance,45,NA,6000
1556,fijo,60,70,0
3359,fijo,60,125,0
1753,tiempo parcial,35,NA,0
4243,fijo,60,73,3500
2186,tiempo parcial,35,NA,2000
3251,tiempo parcial,44,88,0
1527,fijo,53,177,0
479,freelance,45,NA,5000
3325,freelance,35,NA,0
4337,freelance,35,100,70000
265,freelance,60,142,6000
396,freelance,60,42,10000
215,fijo,45,140,0
691,fijo,35,130,0
380,otros,60,152,2000
2401,fijo,75,155,0
914,fijo,74,140,0
3846,fijo,60,55,0
1206,fijo,79,191,4000
1625,fijo,66,213,0
2446,freelance,45,NA,0
741,fijo,60,148,9000
2030,fijo,75,165,3000
4051,freelance,35,221,0
2975,fijo,45,123,3500
1104,fijo,70,247,0
4008,fijo,77,318,5000
3850,freelance,35,NA,7000
2839,fijo,60,134,3500
124,fijo,66,214,0
8,fijo,35,80,0
1631,fijo,96,205,3500
3524,fijo,45,192,0
3936,fijo,60,79,15000
3164,fijo,49,141,0
305,fijo,90,86,4500
1843,fijo,75,175,12000
1477,tiempo parcial,35,115,0
189,fijo,78,183,0
3953,fijo,60,144,6500
1123,freelance,79,41,7000
2473,freelance,45,NA,NA
4354,freelance,35,105,4000
1179,fijo,75,166,6000
3322,fijo,45,151,7500
162,fijo,75,155,3500
3339,fijo,47,120,0
4447,fijo,45,190,3500
1184,freelance,95,202,0
680,freelance,90,500,0
790,fijo,60,119,0
639,fijo,60,120,0
3470,fijo,65,200,0
1237,fijo,75,111,2500
1733,freelance,90,NA,17000
3457,fijo,70,100,2000
3982,fijo,35,108,0
4258,fijo,45,201,0
1881,otros,45,75,2500
628,fijo,60,150,6000
2052,fijo,60,140,3000
2462,fijo,35,70,0
164,fijo,60,149,0
2172,freelance,60,120,2500
4212,freelance,45,188,14000
3743,freelance,53,179,0
2188,fijo,75,178,5000
2031,fijo,35,111,0
821,fijo,60,145,0
3750,fijo,53,181,0
3404,fijo,73,131,0
2316,tiempo parcial,89,136,0
2943,fijo,59,142,0
4257,fijo,60,182,3000
3195,freelance,60,241,6500
2550,tiempo parcial,48,129,0
551,fijo,60,243,6000
3950,fijo,35,205,9000
1163,freelance,75,300,0
1012,fijo,60,101,0
1266,tiempo parcial,35,92,0
2356,fijo,75,186,8000
404,freelance,35,NA,12000
2382,fijo,43,79,0
220,fijo,90,172,3000
2434,tiempo parcial,35,60,0
1211,fijo,45,45,0
3124,fijo,59,142,1000
3261,fijo,75,120,3000
1421,freelance,75,NA,6000
2664,fijo,45,90,3000
3148,fijo,60,180,4500
1852,freelance,35,NA,0
2154,fijo,75,251,0
928,freelance,35,150,0
3573,fijo,75,98,7000
429,freelance,71,109,0
2357,fijo,35,90,0
365,fijo,35,208,6000
3277,freelance,60,245,30000
2265,fijo,60,100,8000
1696,freelance,35,19,5500
2377,fijo,75,156,3000
2858,fijo,35,148,12000
499,fijo,35,70,0
1735,fijo,78,325,18
1178,fijo,75,165,5000
4226,fijo,45,90,3500
3717,otros,35,NA,12000
2197,freelance,90,NA,0
820,fijo,45,210,14000
3240,freelance,60,80,4000
2513,freelance,35,63,20000
1809,freelance,90,210,75000
1826,fijo,75,142,4000
1409,tiempo parcial,75,71,14000
4111,freelance,60,109,NA
668,fijo,35,190,0
4239,fijo,47,120,0
779,fijo,90,110,5200
569,fijo,90,175,21500
1734,otros,60,47,3000
1082,fijo,84,90,0
2938,tiempo parcial,60,122,5000
1497,fijo,75,164,5000
783,tiempo parcial,75,76,2500
3725,freelance,59,140,0
472,fijo,60,105,3000
445,fijo,45,78,4000
3298,fijo,35,98,0
4115,tiempo parcial,35,92,2000
1825,fijo,75,185,5000
2033,fijo,45,50,1500
2869,freelance,60,NA,15000
563,fijo,90,125,20000
1139,tiempo parcial,35,126,0
881,tiempo parcial,35,116,2000
4154,freelance,45,157,20000
2802,freelance,35,NA,10000
2605,freelance,35,NA,10000
4054,fijo,35,142,0
3500,freelance,45,64,4000
4386,fijo,45,88,30000
2989,fijo,67,69,0
95,freelance,140,350,0
2489,otros,60,175,2500
3568,fijo,35,117,0
2036,fijo,67,68,0
837,fijo,45,128,30000
3882,freelance,45,NA,0
2273,fijo,59,137,2500
844,fijo,45,105,0
1901,freelance,35,31,0
1368,fijo,75,450,12000
3285,tiempo parcial,45,59,3000
4250,fijo,45,110,11500
1341,otros,60,117,3000
3760,fijo,35,100,0
269,freelance,75,220,16000
775,freelance,75,276,1500
1198,fijo,43,76,0
1215,fijo,60,122,3000
3480,fijo,53,80,0
1908,freelance,35,70,3000
1014,fijo,35,152,4000
263,freelance,60,341,4500
4317,fijo,35,79,6000
2673,freelance,35,213,20000
1785,fijo,60,51,3500
3819,fijo,35,53,2000
4045,fijo,73,125,6500
4107,fijo,35,76,0
1053,freelance,75,229,8000
2372,fijo,35,80,10000
2599,fijo,45,128,9500
462,freelance,35,NA,7000
3801,fijo,45,135,5000
4285,fijo,56,208,0
2770,fijo,60,150,15000
1505,freelance,45,65,4000
4196,fijo,45,148,0
2944,fijo,75,101,40000
2655,fijo,105,531,47000
323,fijo,35,90,0
1476,fijo,35,150,6000
1542,freelance,60,155,6000
378,freelance,90,45,4000
3395,fijo,35,85,5500
3139,freelance,35,NA,3000
682,fijo,52,70,0
49,fijo,48,128,0
2298,freelance,75,138,4000
264,freelance,105,240,12000
3816,tiempo parcial,72,116,6000
772,fijo,75,131,0
4415,fijo,53,77,0
3482,otros,35,105,5000
4414,freelance,45,107,8000
3290,fijo,42,72,0
843,fijo,90,250,10000
958,fijo,35,133,3000
1008,fijo,75,176,0
3795,fijo,60,140,4000
4244,fijo,48,130,0
573,tiempo parcial,45,123,4000
2624,freelance,45,NA,0
2453,fijo,45,NA,3000
1674,freelance,60,107,18000
3077,fijo,60,119,15000
3317,fijo,60,143,5000
998,freelance,113,380,0
3971,fijo,35,128,4000
513,fijo,45,80,4000
3228,fijo,66,61,0
725,fijo,90,150,3500
2874,freelance,45,155,10500
3582,fijo,75,146,0
3215,freelance,35,85,15000
1161,freelance,45,150,7000
4116,fijo,45,120,0
2761,freelance,45,80,7000
2586,fijo,60,185,0
2155,fijo,88,130,0
3073,tiempo parcial,35,49,0
1277,fijo,41,63,30000
2634,tiempo parcial,35,53,0
3873,fijo,60,150,3500
3996,freelance,45,60,12000
3260,freelance,35,140,7500
3326,fijo,35,352,30000
2755,freelance,105,43,3000
2370,fijo,56,108,0
3602,fijo,60,145,0
3884,tiempo parcial,42,73,0
3066,fijo,90,298,10000
226,fijo,35,208,9000
2110,freelance,60,216,11000
1449,fijo,90,230,0
3310,freelance,35,NA,4000
701,fijo,85,100,0
3241,freelance,72,121,0
227,fijo,75,145,1434
2517,fijo,35,120,0
1487,fijo,90,161,8000
4412,fijo,35,140,0
1262,fijo,35,150,0
2458,freelance,97,365,0
923,fijo,45,95,0
4177,fijo,35,241,0
2929,freelance,35,128,18000
3804,freelance,35,102,8000
4388,fijo,35,92,5000
2153,fijo,60,260,15000
167,fijo,45,165,5000
717,otros,35,35,4000
110,fijo,35,109,0
1894,fijo,45,95,2500
568,freelance,75,202,2100
4450,fijo,69,92,0
2895,fijo,45,218,5000
2583,freelance,60,61,0
2388,fijo,35,187,4000
4062,fijo,60,88,2000
1704,fijo,75,122,4000
1919,fijo,35,86,0
1748,fijo,45,56,0
2035,fijo,45,60,3500
1335,freelance,75,NA,0
1980,otros,45,NA,3500
134,freelance,60,300,24000
3118,tiempo parcial,35,215,15000
75,fijo,75,93,3000
3834,fijo,90,150,0
469,freelance,60,NA,6000
714,freelance,35,NA,0
2058,fijo,52,70,0
3065,fijo,35,56,6000
4090,freelance,60,125,0
3693,fijo,69,88,0
2451,freelance,60,160,0
776,fijo,35,107,0
2792,fijo,35,92,3000
1498,fijo,75,84,3000
6,fijo,75,214,3500
1721,fijo,45,104,0
3443,fijo,42,70,0
1496,fijo,75,154,4000
1358,fijo,35,72,5500
4016,fijo,46,114,0
916,fijo,60,127,3500
4183,freelance,35,178,7000
1832,freelance,35,100,10000
3434,fijo,60,100,6000
1169,fijo,60,90,2000
786,fijo,60,132,6000
2436,fijo,45,150,6000
1374,fijo,75,150,7000
2876,freelance,61,155,10000
3154,fijo,60,57,2500
3034,tiempo parcial,35,85,1500
2111,fijo,45,260,8000
2219,fijo,35,170,3000
3132,freelance,35,41,0
3146,fijo,35,97,3500
4208,tiempo parcial,49,139,0
1479,tiempo parcial,67,67,0
2963,freelance,75,200,15000
3562,tiempo parcial,35,73,4500
3216,fijo,35,75,13000
222,fijo,60,318,7000
2911,fijo,60,107,5000
3057,fijo,45,60,3000
3993,fijo,45,193,10000
3621,fijo,75,125,9000
2926,fijo,45,153,18500
1793,fijo,45,144,9000
68,fijo,60,185,3000
2194,fijo,35,154,0
4334,tiempo parcial,35,67,3500
743,fijo,68,230,0
1264,fijo,35,46,0
2795,fijo,35,107,0
4228,tiempo parcial,45,85,0
3723,freelance,60,66,10000
3955,freelance,35,NA,0
1945,fijo,35,130,3000
579,fijo,60,123,4000
3412,fijo,35,62,0
1478,freelance,90,38,2800
3064,fijo,75,190,20000
1781,fijo,54,90,0
3606,fijo,45,175,0
729,freelance,45,72,16000
1515,fijo,35,78,0
3130,fijo,35,123,2000
85,freelance,75,200,9000
2896,freelance,60,230,19400
887,freelance,105,80,9000
4126,freelance,45,119,8000
3352,freelance,35,NA,30000
3567,freelance,35,100,25000
1043,freelance,75,100,17000
1633,fijo,35,79,0
2019,fijo,35,69,3000
2787,fijo,35,100,3500
1695,fijo,45,134,4200
2193,fijo,75,150,0
3005,fijo,44,87,0
1511,fijo,45,208,11500
1058,fijo,105,129,3500
2707,freelance,45,NA,3000
4252,fijo,60,194,7000
1630,tiempo parcial,60,138,20000
4033,fijo,75,140,7000
1900,fijo,67,68,0
1854,fijo,35,50,0
1289,freelance,45,NA,3500
1891,fijo,75,61,1500
271,fijo,60,157,15000
3450,tiempo parcial,45,100,17000
3610,fijo,90,271,11000
4451,fijo,60,75,3000
1456,freelance,35,NA,9000
1999,fijo,35,187,0
313,tiempo parcial,60,330,9000
1648,freelance,45,NA,0
544,fijo,60,148,3500
3778,freelance,45,175,0
3620,tiempo parcial,45,150,5000
1676,fijo,68,83,40000
788,fijo,75,300,8000
3891,fijo,35,294,53000
3431,tiempo parcial,45,114,2500
2226,freelance,60,150,0
240,fijo,35,337,NA
3766,tiempo parcial,42,72,0
4082,freelance,75,NA,5000
2971,freelance,45,NA,25000
4038,fijo,35,170,5000
2132,fijo,75,172,10000
2994,fijo,35,150,2500
4374,fijo,44,90,7000
2230,fijo,45,100,0
449,fijo,63,183,0
781,tiempo parcial,45,NA,16000
178,fijo,60,112,6550
2862,fijo,35,91,0
4266,fijo,85,103,0
4372,fijo,45,70,5000
1209,freelance,96,210,0
3790,fijo,45,128,3000
4355,fijo,60,68,6000
2342,fijo,75,95,2000
825,fijo,105,75,10000
3826,freelance,75,67,8000
2534,fijo,60,178,0
747,fijo,60,80,15000
662,freelance,90,146,15000
255,fijo,105,190,2500
50,freelance,60,150,15000
2482,fijo,45,148,3500
4290,fijo,45,140,5000
3222,freelance,45,NA,9000
4140,fijo,45,230,2000
98,otros,35,80,4000
498,freelance,35,NA,8500
4157,fijo,60,160,12000
1370,freelance,35,450,31000
4165,fijo,75,120,13000
3797,fijo,43,75,0
3961,fijo,44,93,0
36,freelance,45,119,8500
1254,fijo,43,76,0
1414,fijo,59,140,0
4383,fijo,45,267,0
3288,freelance,35,NA,15000
3688,fijo,60,85,2000
2050,freelance,67,320,0
1740,fijo,35,146,0
516,fijo,45,100,0
2561,fijo,75,66,5500
2074,fijo,45,124,NA
4304,fijo,45,102,0
3191,fijo,74,140,0
277,tiempo parcial,35,120,0
1758,freelance,89,285,0
3080,fijo,35,NA,0
4329,fijo,35,205,4000
3045,fijo,35,173,0
798,tiempo parcial,35,70,0
2750,fijo,35,87,5000
2523,fijo,35,104,10000
4189,fijo,46,111,0
2498,tiempo parcial,35,75,0
561,freelance,35,200,5000
3091,fijo,35,81,0
1044,freelance,35,NA,0
4178,fijo,45,106,1500
195,freelance,45,NA,0
1963,freelance,75,NA,11600
657,fijo,35,180,0
2763,tiempo parcial,35,120,0
3284,fijo,60,96,6000
4313,fijo,60,70,5000
4441,freelance,35,NA,40000
567,freelance,60,NA,0
3268,fijo,60,120,4500
624,tiempo parcial,90,86,5000
3099,fijo,53,178,0
474,tiempo parcial,45,68,0
4200,tiempo parcial,52,73,0
2751,fijo,35,75,0
420,fijo,35,300,0
4402,fijo,74,140,0
243,freelance,90,250,4500
114,freelance,35,NA,4000
2429,freelance,60,60,15000
595,fijo,90,138,7000
2442,fijo,75,121,2000
2978,fijo,45,234,15000
284,freelance,60,300,40000
3841,fijo,60,150,3500
3548,fijo,55,200,0
3017,fijo,52,170,0
2214,fijo,45,176,5000
1899,fijo,90,89,2000
2521,freelance,35,90,16000
1261,fijo,90,95,4000
1283,fijo,90,159,2000
1317,fijo,60,154,4000
1795,fijo,45,150,3500
2680,fijo,35,80,0
4268,fijo,35,95,16500
88,fijo,60,125,10000
2991,freelance,45,NA,3500
191,fijo,45,126,3000
2394,fijo,75,130,3500
4137,fijo,35,104,0
3496,freelance,35,107,8000
468,fijo,60,90,4500
787,fijo,35,105,9500
696,tiempo parcial,105,300,5000
3814,fijo,63,184,0
4166,freelance,60,178,15000
4199,freelance,105,NA,0
917,fijo,60,117,3000
3353,fijo,35,150,0
3893,fijo,35,80,0
2122,freelance,75,178,2500
463,fijo,35,55,4000
3855,freelance,35,NA,4500
384,tiempo parcial,35,81,0
2917,freelance,69,240,25000
3093,fijo,60,191,5000
1750,tiempo parcial,75,65,5000
1930,freelance,75,122,3500
2732,fijo,75,77,13000
3311,tiempo parcial,35,103,8000
1650,fijo,47,116,0
3777,tiempo parcial,35,70,0
3852,fijo,47,120,0
83,fijo,60,70,4500
2573,fijo,75,87,4500
895,fijo,58,134,500
1523,fijo,45,157,4000
3879,fijo,50,147,0
2840,fijo,60,101,7000
1149,otros,74,137,3500
2454,fijo,45,115,0
1855,fijo,45,300,0
1419,fijo,75,424,9500
1073,freelance,60,428,22000
1212,fijo,135,150,3500
2221,tiempo parcial,60,95,4000
640,fijo,60,117,0
3999,fijo,54,92,0
4332,fijo,45,92,800
3536,fijo,35,130,0
1504,fijo,46,110,0
2271,fijo,45,220,3000
1784,fijo,60,121,4500
4240,tiempo parcial,60,112,1500
3839,fijo,35,164,0
2906,fijo,72,120,0
1226,freelance,90,NA,5000
92,fijo,35,105,0
2450,fijo,35,106,0
1976,freelance,35,120,0
3885,fijo,60,98,9000
1764,freelance,45,157,13500
838,fijo,60,155,16500
3768,freelance,45,NA,10000
217,fijo,60,83,2500
2985,fijo,45,184,4000
2185,tiempo parcial,75,92,3000
2090,fijo,45,53,2500
326,fijo,71,110,3000
2109,freelance,90,142,24000
2492,fijo,45,131,0
1443,fijo,60,135,4000
1637,fijo,35,65,0
2037,fijo,75,60,2500
3354,fijo,46,108,0
2047,fijo,45,120,0
242,freelance,90,NA,0
79,fijo,70,250,30000
1084,fijo,75,173,4000
1228,fijo,75,390,8000
3220,tiempo parcial,75,60,0
2003,fijo,45,133,26000
2960,tiempo parcial,35,114,4000
3129,fijo,45,130,0
251,freelance,45,200,7000
2677,fijo,35,90,5000
3672,fijo,62,270,0
564,fijo,35,78,3000
1562,fijo,60,80,3000
333,freelance,75,NA,13500
4131,fijo,35,110,7000
45,tiempo parcial,75,71,3000
1425,fijo,45,113,3500
3385,freelance,35,128,0
459,fijo,45,123,5000
1744,fijo,35,77,14000
735,freelance,75,290,NA
797,fijo,43,75,0
3941,fijo,45,120,4000
2773,freelance,60,200,7000
107,tiempo parcial,76,164,0
247,tiempo parcial,35,55,0
2779,fijo,35,150,0
2828,fijo,35,111,3500
2307,fijo,60,100,3000
1975,freelance,135,150,4500
3651,fijo,35,350,8000
3674,fijo,60,NA,0
2824,fijo,35,189,3000
1982,fijo,45,147,8000
1773,tiempo parcial,35,128,0
